Initial number,Requirement,Context (Keywords),Name of Doc,Sec / Not Sec,Labeled by,Comments,
5215,"Ability for the user to access e-mail by secure web or client. (Calendar, Address book, Ability to send and receive).",Basic Functional Requirements,email.pdf,1,Василий,,
5216,Ability for the user to access e-mail with Blackberry services using BlackBerry device.,Basic Functional Requirements,email.pdf,0,Василий,,
5217,"Ability for the user to access e-mail with non-Blackberry mobile data devices (iPhones, Treos, Pres. Etc.).",Basic Functional Requirements,email.pdf,0,Василий,,
5220,Ability for the user to access mailbox and components via a web browser over a secure (encrypted) connection.,Basic Functional Requirements,email.pdf,1,Василий,,
5175,Ability for the user to archive at the desktop.,Basic Functional Requirements,email.pdf,0,Василий,,
5162,Ability for the user to create calendars and customize calendar views.,Basic Functional Requirements,email.pdf,0,Василий,,
5158,"Ability for the user to create contact lists, including those imported from other sources.",Basic Functional Requirements,email.pdf,0,Василий,,
5164,Ability for the user to create reminders and tasks.,Basic Functional Requirements,email.pdf,0,Василий,,
5152,Ability for the user to customize e-mail messages with word processor like features for formatting of e-mail content.,Basic Functional Requirements,email.pdf,0,Василий,,
5174,"Ability for the user to customize their view in the client application (such as adding fields, arranging fields, and ordering emails by fields).",Basic Functional Requirements,email.pdf,0,Василий,,
5167,Ability for the user to delegate their permissions to another user.,Basic Functional Requirements,email.pdf,1,Василий,,
5196,"Ability for the user to delete, or flag for deletion by system administrators, e-mails that have met their retention, in accordance with s.119.021(2)(c) which requires agencies to “systematically dispose of records no longer needed.” (Note: Deletion means complete removal/elimination of all copies of an e-mail from all portions of the system)”",Basic Functional Requirements,email.pdf,0,Василий,,
5168,Ability for the user to embed links to files and websites in e-mails.,Basic Functional Requirements,email.pdf,0,Василий,,
5211,Ability for the user to encrypt outbound e-mail.,Basic Functional Requirements,email.pdf,1,Василий,,
5153,"Ability for the user to establish rules (auto reply, out of office reply, temporary transfer to another party, move files to inbox folders).",Basic Functional Requirements,email.pdf,0,Василий,,
5212,Ability for the user to establish TLS encryption with other businesses or customers.,Basic Functional Requirements,email.pdf,1,Василий,,
5159,Ability for the user to export contact lists.,Basic Functional Requirements,email.pdf,0,Василий,,
5197,Ability for the user to flag individual e-mails to not be archived.,Basic Functional Requirements,email.pdf,0,Василий,,
5150,Ability for the user to forward e-mail and attachments.,Basic Functional Requirements,email.pdf,0,Василий,,
5224,Ability for the user to integrate agency applications into the e-mail and mobile messaging environments.,Basic Functional Requirements,email.pdf,0,Василий,,
5239,Ability for the user to integrate telephone messaging (VOIP) into e- mail and vice/versa.,Extended Functional Requirements,email.pdf,0,Василий,,
5225,Ability for the user to manually archive to server from their client.,Extended Functional Requirements,email.pdf,0,Василий,,
5155,Ability for the user to organize content into personal folders or similar storage mechanism to aid with e-mail retrieval.,Basic Functional Requirements,email.pdf,0,Василий,,
5151,Ability for the user to print e-mail messages.,Basic Functional Requirements,email.pdf,0,Василий,,
5238,Ability for the user to provide fax service integrated into e-mail.,Extended Functional Requirements,email.pdf,0,Василий,,
5240,Ability for the user to provide List Server option for internal and external publishing of information (report subscriptions).,Extended Functional Requirements,email.pdf,0,Василий,,
5222,Ability for the user to provide resource reservations integrated into e-mail.,Basic Functional Requirements,email.pdf,0,Василий,,
5149,Ability for the user to reply to e-mail and attachments.,Basic Functional Requirements,email.pdf,0,Василий,,
5163,"Ability for the user to schedule resources such as conference rooms, teleconference rooms, etc.",Basic Functional Requirements,email.pdf,0,Василий,,
5170,"Ability for the user to search for e-mails based on age, size, sender, recipient, subject, key word, attachment content.",Basic Functional Requirements,email.pdf,0,Василий,,
5148,"Ability for the user to send, receive, and delete e-mail and attachments.",Basic Functional Requirements,email.pdf,0,Василий,,
5221,Ability for the user to send/receive e-mails within workflow applications.,Basic Functional Requirements,email.pdf,0,Василий,,
5160,Ability for the user to share contact lists / address book.,Basic Functional Requirements,email.pdf,0,Василий,,
5166,"Ability for the user to share inbox, calendar, and files with users, given permission.",Basic Functional Requirements,email.pdf,1,Василий,,
5154,Ability for the user to spell check.,Basic Functional Requirements,email.pdf,0,Василий,,
5237,Ability for the user to use wireless service with GIS.,Extended Functional Requirements,email.pdf,0,Василий,,
3187,Ability from the same console to unlock one or more records.,Systems: General,library.pdf,0,Кирилл,,
3199,"Ability to access and edit email configuration, including a quick menu of common settings (such as masquerading, log retention, bounce management).",Systems: General,library.pdf,0,Кирилл,,
3170,Ability to access database as an ODBC source.,Systems: General,library.pdf,0,Кирилл,,
5412,"Ability to add estimated quantities for unmetered permits, which is found in the Water Estimates Database.",Functional Requirements,water use.pdf,0,Василий,,
3761,Ability to adjust the level of manual quality control needed based on the origin of the file.,Ingest,nlm.doc,0,Кирилл,,
3006,Ability to change and maintain the status which is visible to the buddies. The application provides a list where the end-user can choose the new status.,Presence,philips.doc,0,Кирилл,,
3215,Ability to cluster servers for failover capability.,Systems: Data Recovery,library.pdf,0,Кирилл,to discuss,
4112,"Ability to control inventory of uncataloged material, such as paperback books and children's board books.",Inventory Control,2024 - library.doc,0,Кирилл,,
4125,"Ability to count and track record deletions (e.g. item records, patron records) per location and per system.",Inventory Control,2037 - library.doc,0,Кирилл,,
4114,Ability to count transactions and include in circulation statistics.,Inventory Control,2026 - library.doc,0,Кирилл,,
5455,Ability to customize queries.,Usability,water use.pdf,0,Василий,,
3247,"Ability to define and select four types of printers: receipt printer, standard printer, label printer, and forms printer.",Systems: Client Management,library.pdf,0,Кирилл,,
3238,"Ability to display, print, email, or save report to standard formats including CSV and Excel, as well as to customizable formats.",Systems: Client Management,library.pdf,0,Кирилл,,
3237,Ability to fully customize layout and appearance of reports.,Systems: Client Management,library.pdf,0,Кирилл,,
